ID;type;locale;fr_FR;category;min_value;max_value;step_value;Option1;Option2;Option3;Option4;Option5;Option6;Option7;Option8;Option9;Option10;;
70;STEP_LABELED;en_US;How often do you tend to put off until tomorrow what you can do today?;8,9;;;;Never;Almost never;Sometimes;Often;Very often;Always;;;;;;
70;STEP_LABELED;es_ES;¿Con qué frecuencia tiende a posponer lo que puede hacer el mismo día?;8,9;;;;Nunca;Casi nunca;A veces;A menudo;Muy a menudo;Siempre;;;;;;
70;STEP_LABELED;fr_FR;À quelle fréquence avez-vous tendance à remettre à plus tard ce que vous pouvez faire le jour même?;8,9;;;;Jamais;Presque Jamais;Parfois;Souvent;Très souvent;Toujours;;;;;;
71;YES_NO_IDK;en_US;Have you ever photocopied a part of your anatomy?;5;;;;;;;;;;;;;;;
71;YES_NO_IDK;es_ES;¿Alguna vez has fotocopiado alguna parte de tu anatomía?;5;;;;;;;;;;;;;;;
71;YES_NO_IDK;fr_FR;Avez-vous déjà photocopié une partie de votre anatomie ?;5;;;;;;;;;;;;;;;
72;STEP_LABELED;en_US;How often do you engage in voyeurism?;1;;;;Never;Almost never;Sometimes;Often;Very often;Always;;;;;;
72;STEP_LABELED;es_ES;¿Con qué frecuencia tiende al voyeurismo?;1;;;;Nunca;Casi nunca;A veces;A menudo;Muy a menudo;Siempre;;;;;;
72;STEP_LABELED;fr_FR;À quelle fréquence avez-vous une tendance au voyeurisme?;1;;;;Jamais;Presque Jamais;Parfois;Souvent;Très souvent;Toujours;;;;;;
73;STEP_LABELED;en_US;Do you abuse alcohol when you encounter problems?;2;;;;Never;Almost never;Sometimes;Often;Very often;Always;;;;;;
73;STEP_LABELED;es_ES;¿Abusa del alcohol cuando tiene problemas?;2;;;;Nunca;Casi nunca;A veces;A menudo;Muy a menudo;Siempre;;;;;;
73;STEP_LABELED;fr_FR;Abusez-vous de l'alcool quand vous rencontrez des problèmes ?;2;;;;Jamais;Presque Jamais;Parfois;Souvent;Très souvent;Toujours;;;;;;
74;STEP_LABELED;en_US;Do you like to hug your mother?;2,9;;;;Never;Almost never;Sometimes;Often;Very often;Always;;;;;;
74;STEP_LABELED;es_ES;¿Le gusta abrazar a su madre?;2,9;;;;Nunca;Casi nunca;A veces;A menudo;Muy a menudo;Siempre;;;;;;
74;STEP_LABELED;fr_FR;Aimez-vous faire des calins à votre maman ?;2,9;;;;Jamais;Presque Jamais;Parfois;Souvent;Très souvent;Toujours;;;;;;
75;STEP_LABELED;en_US;Do you like the United States?;4;;;;Not at all;Not much;Average;Rather;A lot;;;;;;;
75;STEP_LABELED;es_ES;¿Le gusta Estados Unidos?;4;;;;Para nada;No mucho;Promedio;Más bien;Mucho;;;;;;;
75;STEP_LABELED;fr_FR;Aimez-vous les Etats-Unis ?;4;;;;Pas du tout;Pas trop;Moyen;Plutôt ;Beaucoup;;;;;;;
76;STEP_LABELED;en_US;Do you like your partner to be hairy?;4,7;;;;Not at all;Not much;Average;Rather;A lot;;;;;;;
76;STEP_LABELED;es_ES;¿Le gusta que su pareja sea peluda?;4,7;;;;Para nada;No mucho;Promedio;Más bien;Mucho;;;;;;;
76;STEP_LABELED;fr_FR;Aimez-vous que votre compagnon/compagne soit poilue ?;4,7;;;;Pas du tout;Pas trop;Moyen;Plutôt ;Beaucoup;;;;;;;
77;YES_NO_IDK;en_US;Can you keep a secret?;7,9;;;;;;;;;;;;;;;
77;YES_NO_IDK;es_ES;¿Sabes guardar un secreto?;7,9;;;;;;;;;;;;;;;
77;YES_NO_IDK;fr_FR;Savez-vous garder un secret?;7,9;;;;;;;;;;;;;;;
78;YES_NO_IDK;en_US;Do you believe the earth is round?;3;;;;;;;;;;;;;;;
78;YES_NO_IDK;es_ES;¿Crees que la Tierra es redonda?;3;;;;;;;;;;;;;;;
78;YES_NO_IDK;fr_FR;Croyez-vous que la terre est ronde ?;3;;;;;;;;;;;;;;;
79;YES_NO_IDK;en_US;Have you ever been unfair to someone who did nothing to you?;7;;;;;;;;;;;;;;;
79;YES_NO_IDK;es_ES;¿Alguna vez has sido injusto con alguien que no te había hecho nada?;7;;;;;;;;;;;;;;;
79;YES_NO_IDK;fr_FR;Avez-vous déjà été injuste avec quelqu'un qui ne vous avait rien fait ?;7;;;;;;;;;;;;;;;
80;YES_NO_IDK;en_US;Have you ever broken something valuable in a fit of anger?;8,9;;;;;;;;;;;;;;;
80;YES_NO_IDK;es_ES;¿Alguna vez has roto un objeto de valor en un arranque de ira?;8,9;;;;;;;;;;;;;;;
80;YES_NO_IDK;fr_FR;Avez-vous déjà cassé un objet de valeur sous l'effet de la colère ?;8,9;;;;;;;;;;;;;;;
81;YES_NO_IDK;en_US;Have you ever had a fit of laughter while having sex?;4;;;;;;;;;;;;;;;
81;YES_NO_IDK;es_ES;¿Alguna vez te has reído a carcajadas mientras hacías el amor?;4;;;;;;;;;;;;;;;
81;YES_NO_IDK;fr_FR;Avez-vous déjà eu un fou-rire en faisant l'amour ?;4;;;;;;;;;;;;;;;
82;STEP_LABELED;en_US;Do you like change in your life?;2;;;;Not at all;Not much;Average;Rather;A lot;;;;;;;
82;STEP_LABELED;es_ES;¿Te gusta que haya cambios en tu vida?;2;;;;Para nada;No mucho;Promedio;Más bien;Mucho;;;;;;;
82;STEP_LABELED;fr_FR;Aimez-vous qu'il y ait du changement dans votre vie ?;2;;;;Pas du tout;Pas trop;Moyen;Plutôt ;Beaucoup;;;;;;;
83;STEP_LABELED;en_US;Does having a child strengthen the bond between a couple?;4;;;;Not at all;Not much;Average;Rather;A lot;;;;;;;
83;STEP_LABELED;es_ES;¿Tener un hijo refuerza la cohesión de la pareja?;4;;;;Para nada;No mucho;Promedio;Más bien;Mucho;;;;;;;
83;STEP_LABELED;fr_FR;Avoir un enfant renforce t-il la cohésion du couple ?;4;;;;Pas du tout;Pas trop;Moyen;Plutôt ;Beaucoup;;;;;;;
84;STEP_LABELED;en_US;Do you consider yourself knowledgeable enough about politics to vote?;7;;;;Not at all;Not much;Average;Rather;Absolutely;;;;;;;
84;STEP_LABELED;es_ES;¿Consideras que estás lo suficientemente informado en política como para votar?;7;;;;Para nada;No mucho;Promedio;Más bien;Absolutamente;;;;;;;
84;STEP_LABELED;fr_FR;Considérez-vous être assez informé en polique pour voter ?;7;;;;Pas du tout;Pas trop;Moyen;Plutôt ;Tout à fait;;;;;;;
85;YES_NO_IDK;en_US;Do you think you're good in bed?;4;;;;;;;;;;;;;;;
85;YES_NO_IDK;es_ES;¿Crees que eres bueno en la cama?;4;;;;;;;;;;;;;;;
85;YES_NO_IDK;fr_FR;Pensez-vous être un bon coup ?;4;;;;;;;;;;;;;;;
86;YES_NO_IDK;en_US;Would you stay with your partner if you found out they had cheated on you?;4;;;;;;;;;;;;;;;
86;YES_NO_IDK;es_ES;¿Seguirías con tu pareja si descubrieras que te ha engañado?;4;;;;;;;;;;;;;;;
86;YES_NO_IDK;fr_FR;Resteriez-vous avec votre conjoint si vous appreniez qu'il vous a trompé ?;4;;;;;;;;;;;;;;;
87;YES_NO_IDK;en_US;Are you attracted to strong people?;4,7;;;;;;;;;;;;;;;
87;YES_NO_IDK;es_ES;¿Te atraen las personas fuertes?;4,7;;;;;;;;;;;;;;;
87;YES_NO_IDK;fr_FR;Etes -vous attiré par les personnes fortes?;4,7;;;;;;;;;;;;;;;
88;STEP_LABELED;en_US;Do you believe in fate?;8,11;;;;Not at all;Not much;Average;Rather;A lot;;;;;;;
88;STEP_LABELED;es_ES;¿Crees en el destino?;8,11;;;;Para nada;No mucho;Promedio;Más bien;Mucho;;;;;;;
88;STEP_LABELED;fr_FR;Croyez-vous au destin ?;8,11;;;;Pas du tout;Pas trop;Moyen;Plutôt ;Beaucoup;;;;;;;
89;STEP_LABELED;en_US;Do you believe in the supernatural?;2;;;;Not at all;Not much;Average;Rather;A lot;;;;;;;
89;STEP_LABELED;es_ES;¿Crees en lo sobrenatural?;2;;;;Para nada;No mucho;Promedio;Más bien;Mucho;;;;;;;
89;STEP_LABELED;fr_FR;Croyez-vous au surnaturel ?;2;;;;Pas du tout;Pas trop;Moyen;Plutôt ;Beaucoup;;;;;;;
90;YES_NO_IDK;en_US;Does the sexual organ of the opposite sex disgust you? ;4;;;;;;;;;;;;;;;
90;YES_NO_IDK;es_ES;¿Te repugna el órgano sexual del sexo opuesto? ;4;;;;;;;;;;;;;;;
90;YES_NO_IDK;fr_FR;L'organe sexuel du sexe opposé vous dégoûte t'il? ;4;;;;;;;;;;;;;;;
91;YES_NO_IDK;en_US;Would you be willing to give up everything for your relationship?;4;;;;;;;;;;;;;;;
91;YES_NO_IDK;es_ES;¿Estarías dispuesto a dejarlo todo por tu pareja?;4;;;;;;;;;;;;;;;
91;YES_NO_IDK;fr_FR;Seriez-vous prêt à tout quitter pour votre couple ?;4;;;;;;;;;;;;;;;
92;YES_NO_IDK;en_US;Are you a fan of the Kama Sutra?;4;;;;;;;;;;;;;;;
92;YES_NO_IDK;es_ES;¿Eres adepto al kamasutra?;4;;;;;;;;;;;;;;;
92;YES_NO_IDK;fr_FR;Etes-vous adepte du kamasutra ?;4;;;;;;;;;;;;;;;
93;STEP_LABELED;en_US;Hitler had some positive impacts on society despite all the atrocities he committed around the world.;7,8;;;;Disagree;Somewhat disagree;Neutral;Somewhat agree;Completely agree;;;;;;;
93;STEP_LABELED;es_ES;Hitler tuvo algunos impactos positivos en la sociedad a pesar de todas las atrocidades que cometió en el mundo.;7,8;;;;En desacuerdo;Algo en desacuerdo;Neutral;Algo de acuerdo;Completamente de acuerdo;;;;;;;
93;STEP_LABELED;fr_FR;Hitler a eu certains impacts positifs sur la société malgré toutes les atrocités qu'il a commises dans le monde.;7,8;;;;Pas d'accord;Pas trop d'accord;Neutre;Plutôt d'accord;Complètement d'accord;;;;;;;
94;YES_NO_IDK;en_US;Has anyone ever managed to sell you something you didn't want?;7;;;;;;;;;;;;;;;
94;YES_NO_IDK;es_ES;¿Alguna vez te han vendido algo que no querías?;7;;;;;;;;;;;;;;;
94;YES_NO_IDK;fr_FR;A-t-on déjà réussi à vous vendre quelque chose que vous ne vouliez pas ?;7;;;;;;;;;;;;;;;
95;YES_NO_IDK;en_US;Have you ever killed an animal outside of hunting?;8;;;;;;;;;;;;;;;
95;YES_NO_IDK;es_ES;¿Alguna vez has matado a un animal fuera de la caza?;8;;;;;;;;;;;;;;;
95;YES_NO_IDK;fr_FR;Avez-vous déjà tué un animal en dehors de la chasse?;8;;;;;;;;;;;;;;;
96;YES_NO_IDK;en_US;Have you ever been convicted by a court?;8;;;;;;;;;;;;;;;
96;YES_NO_IDK;es_ES;¿Alguna vez te ha condenado un tribunal?;8;;;;;;;;;;;;;;;
96;YES_NO_IDK;fr_FR;Avez-vous déjà été condamné par un tribunal ?;8;;;;;;;;;;;;;;;
97;YES_NO_IDK;en_US;Have you ever put your tongue in someone's ear? ;5,7;;;;;;;;;;;;;;;
97;YES_NO_IDK;es_ES;¿Alguna vez has metido la lengua en la oreja de alguien? ;5,7;;;;;;;;;;;;;;;
97;YES_NO_IDK;fr_FR;Avez-vous déjà mis votre langue dans l'oreille de quelqu'un? ;5,7;;;;;;;;;;;;;;;
98;YES_NO_IDK;en_US;If your best friend killed someone, would you help them hide the body?;5,7;;;;;;;;;;;;;;;
98;YES_NO_IDK;es_ES;Si tu mejor amigo matara a alguien, ¿le ayudarías a esconder el cadáver?;5,7;;;;;;;;;;;;;;;
98;YES_NO_IDK;fr_FR;Si votre meilleur ami tuait quelqu'un, l'aideriez-vous à cacher le corps ?;5,7;;;;;;;;;;;;;;;
99;YES_NO_IDK;en_US;Do you like your first name?;9;;;;;;;;;;;;;;;
99;YES_NO_IDK;es_ES;¿Te gusta tu nombre?;9;;;;;;;;;;;;;;;
99;YES_NO_IDK;fr_FR;Aimez-vous votre prénom ?;9;;;;;;;;;;;;;;;
100;YES_NO_IDK;en_US;Are you easily jealous?;4,7;;;;;;;;;;;;;;;
100;YES_NO_IDK;es_ES;¿Te pones celoso fácilmente?;4,7;;;;;;;;;;;;;;;
100;YES_NO_IDK;fr_FR;Etes-vous très rapidement jaloux ?;4,7;;;;;;;;;;;;;;;
101;STEP_LABELED;en_US;Do you believe that everyone should be considered equal?;2,9,11;;;;Not at all;Not much;Average;Rather;Completely;;;;;;;
101;STEP_LABELED;es_ES;¿Crees que todo el mundo debería ser considerado igual?;2,9,11;;;;Para nada;No mucho;Promedio;Más bien;Completamente;;;;;;;
101;STEP_LABELED;fr_FR;Croyez-vous que tout le monde devrait être considéré comme égal ?;2,9,11;;;;Pas du tout;Pas trop;Moyen;Plutôt ;Complètement;;;;;;;
102;YES_NO_IDK;en_US;Do you believe in humanism?;1,7;;;;;;;;;;;;;;;
102;YES_NO_IDK;es_ES;¿Crees en el humanismo?;1,7;;;;;;;;;;;;;;;
102;YES_NO_IDK;fr_FR;Croyez-vous à l'humanisme?;1,7;;;;;;;;;;;;;;;
103;YES_NO_IDK;en_US;Do you buy counterfeit products?;8;;;;;;;;;;;;;;;
103;YES_NO_IDK;es_ES;¿Compras productos falsificados?;8;;;;;;;;;;;;;;;
103;YES_NO_IDK;fr_FR;Achetez-vous des produits contrefaits ?;8;;;;;;;;;;;;;;;
104;YES_NO_IDK;en_US;Do you have an addiction problem?;8;;;;;;;;;;;;;;;
104;YES_NO_IDK;es_ES;¿Tienes algún problema de adicción?;8;;;;;;;;;;;;;;;
104;YES_NO_IDK;fr_FR;Avez-vous un problème de dépendance ?;8;;;;;;;;;;;;;;;
105;YES_NO_IDK;en_US;Do you have an object carefully hidden in your home?;9;;;;;;;;;;;;;;;
105;YES_NO_IDK;es_ES;¿Tienes algún objeto cuidadosamente escondido en tu casa?;9;;;;;;;;;;;;;;;
105;YES_NO_IDK;fr_FR;Avez-vous un objet soigneusement caché chez vous ?;9;;;;;;;;;;;;;;;
106;YES_NO_IDK;en_US;Do you ever smell your farts under the sheets for pleasure?;5;;;;;;;;;;;;;;;
106;YES_NO_IDK;es_ES;¿Alguna vez has olido tus pedos bajo las sábanas por placer?;5;;;;;;;;;;;;;;;
106;YES_NO_IDK;fr_FR;Vous arrive t-il de sentir l'odeur de vos pets sous les draps par plaisir ?;5;;;;;;;;;;;;;;;
107;YES_NO_IDK;en_US;Do you have exhibitionist tendencies?;4;;;;;;;;;;;;;;;
107;YES_NO_IDK;es_ES;¿Tienes tendencias exhibicionistas?;4;;;;;;;;;;;;;;;
107;YES_NO_IDK;fr_FR;Avez-vous des tendances exhibitionnistes ?;4;;;;;;;;;;;;;;;
108;STEP_LABELED;en_US;When you disagree with someone, do you take a step back to understand their perspective on the issue?;8;;;;Never;Almost never;Sometimes;Often;Very often;Always;;;;;;
108;STEP_LABELED;es_ES;Cuando no estás de acuerdo con tu interlocutor, ¿das un paso atrás para comprender su visión del problema?;8;;;;Nunca;Casi nunca;A veces;A menudo;Muy a menudo;Siempre;;;;;;
108;STEP_LABELED;fr_FR;En désaccord avec votre interlocuteur, prenez-vous du recul pour comprendre sa vision du problème ?;8;;;;Jamais;Presque Jamais;Parfois;Souvent;Très souvent;Toujours;;;;;;
109;YES_NO_IDK;en_US;Have you ever found a wallet and kept the money?;5,8;;;;;;;;;;;;;;;
109;YES_NO_IDK;es_ES;¿Alguna vez has encontrado una cartera y te has quedado con el dinero?;5,8;;;;;;;;;;;;;;;
109;YES_NO_IDK;fr_FR;Avez-vous déjà trouvé un portefeuille dont vous avez gardé l'argent ?;5,8;;;;;;;;;;;;;;;
110;YES_NO_IDK;en_US;Are you still attached to one of your exes?;4;;;;;;;;;;;;;;;
110;YES_NO_IDK;es_ES;¿Sigues enamorado de alguno de tus ex?;4;;;;;;;;;;;;;;;
110;YES_NO_IDK;fr_FR;Etes-vous encore attaché à un de vos exs ?;4;;;;;;;;;;;;;;;
111;STEP_LABELED;en_US;Do you consider yourself to be the person you want to be?;9,11;;;;Not at all;Not much;Average;Rather;Completely;;;;;;;
111;STEP_LABELED;es_ES;¿Consideras que eres la persona que te gustaría ser?;9,11;;;;Para nada;No mucho;Promedio;Más bien;Completamente;;;;;;;
111;STEP_LABELED;fr_FR;Estimez-vous être la personne que vous voudriez être ?;9,11;;;;Pas du tout;Pas trop;Moyen;Plutôt ;Complètement;;;;;;;
112;YES_NO_IDK;en_US;Have you ever had sex while drunk?;4;;;;;;;;;;;;;;;
112;YES_NO_IDK;es_ES;¿Alguna vez has tenido relaciones sexuales estando borracho?;4;;;;;;;;;;;;;;;
112;YES_NO_IDK;fr_FR;Avez-vous déjà eu des rapports sexuels en étant ivre ?;4;;;;;;;;;;;;;;;
113;STEP_LABELED;en_US;Are you attracted to powerful men and women?;1,2;;;;Not at all;Not much;Average;Rather;A lot;;;;;;;
113;STEP_LABELED;es_ES;¿Te atraen los hombres y mujeres poderosos?;1,2;;;;Para nada;No mucho;Promedio;Más bien;Mucho;;;;;;;
113;STEP_LABELED;fr_FR;Etes-vous attiré(e) par les hommes et femmes de pouvoir ?;1,2;;;;Pas du tout;Pas trop;Moyen;Plutôt ;Beaucoup;;;;;;;
114;YES_NO_IDK;en_US;Have you ever stuck chewing gum under a table or chair?;5;;;;;;;;;;;;;;;
114;YES_NO_IDK;es_ES;¿Alguna vez has pegado un chicle debajo de una mesa o una silla?;5;;;;;;;;;;;;;;;
114;YES_NO_IDK;fr_FR;Avez-vous déjà collé un chewing-gum sous un table ou une chaise?;5;;;;;;;;;;;;;;;
115;YES_NO_IDK;en_US;Are you superstitious?;9;;;;;;;;;;;;;;;
115;YES_NO_IDK;es_ES;¿Eres supersticioso?;9;;;;;;;;;;;;;;;
115;YES_NO_IDK;fr_FR;Etes vous superstitieux ?;9;;;;;;;;;;;;;;;
116;STEP_LABELED;en_US;Are you in favor of nuclear energy?;7,9;;;;Not at all;Not much;Average;Rather;Completely;;;;;;;
116;STEP_LABELED;es_ES;¿Estás a favor de la energía nuclear?;7,9;;;;Para nada;No mucho;Promedio;Más bien;Completamente;;;;;;;
116;STEP_LABELED;fr_FR;Etes-vous pour l'énergie nucléaire ?;7,9;;;;Pas du tout;Pas trop;Moyen;Plutôt ;Complètement;;;;;;;
117;STEP_LABELED;en_US;Are you in favor of banning bullfighting?;7,8;;;;Not at all;Not much;Average;Rather;Completely;;;;;;;
117;STEP_LABELED;es_ES;¿Estás a favor de la prohibición de las corridas de toros?;7,8;;;;Para nada;No mucho;Promedio;Más bien;Completamente;;;;;;;
117;STEP_LABELED;fr_FR;Etes-vous pour l'interdiction de la tauromachie ?;7,8;;;;Pas du tout;Pas trop;Moyen;Plutôt ;Complètement;;;;;;;
118;YES_NO_IDK;en_US;Is there someone you miss so much that you think about them every day? ;4,7;;;;;;;;;;;;;;;
118;YES_NO_IDK;es_ES;¿Hay alguna persona a la que echas tanto de menos que piensas en ella todos los días? ;4,7;;;;;;;;;;;;;;;
118;YES_NO_IDK;fr_FR;Y'a-t-il une personne qui vous manque au point de penser à elle tous les jours? ;4,7;;;;;;;;;;;;;;;
119;YES_NO_IDK;en_US;Have you ever had sex without anyone knowing who you were?;4;;;;;;;;;;;;;;;
119;YES_NO_IDK;es_ES;¿Alguna vez has hecho el amor sin que supieran quién eras?;4;;;;;;;;;;;;;;;
119;YES_NO_IDK;fr_FR;Avez-vous déjà fait l'amour sans qu'on sache qui vous étiez ?;4;;;;;;;;;;;;;;;
120;YES_NO_IDK;en_US;Have you ever visited an erotic shop or salon?;4;;;;;;;;;;;;;;;
120;YES_NO_IDK;es_ES;¿Alguna vez has frecuentado una tienda o un salón erótico?;4;;;;;;;;;;;;;;;
120;YES_NO_IDK;fr_FR;Avez-vous déjà fréquenté un magasin ou un salon de l'érotisme ?;4;;;;;;;;;;;;;;;
121;YES_NO_IDK;en_US;Has one of your partners ever threatened to commit suicide if you left them? ;4;;;;;;;;;;;;;;;
121;YES_NO_IDK;es_ES;¿Alguna de tus parejas te ha amenazado con suicidarse si la dejabas? ;4;;;;;;;;;;;;;;;
121;YES_NO_IDK;fr_FR;Un de vos partenaires vous a déjà t'il menacé de se suicider si vous la quittiez? ;4;;;;;;;;;;;;;;;
122;YES_NO_IDK;en_US;Do you have points on your driver's license?;8;;;;;;;;;;;;;;;
122;YES_NO_IDK;es_ES;¿Te faltan puntos en el carné de conducir?;8;;;;;;;;;;;;;;;
122;YES_NO_IDK;fr_FR;Vous manque t-il des points sur votre permis de conduire ?;8;;;;;;;;;;;;;;;
123;STEP_LABELED;en_US;Are you satisfied with the actions of your city's mayor?;2,11;;;;Not at all;Not much;Average;Rather;Completely;;;;;;;
123;STEP_LABELED;es_ES;¿Está satisfecho con las acciones del alcalde de su ciudad?;2,11;;;;Para nada;No mucho;Promedio;Más bien;Completamente;;;;;;;
123;STEP_LABELED;fr_FR;Etes-vous satisfait des actions du maire de votre ville ?;2,11;;;;Pas du tout;Pas trop;Moyen;Plutôt ;Complètement;;;;;;;
124;YES_NO_IDK;en_US;Have you ever had sex in the kitchen?;4;;;;;;;;;;;;;;;
124;YES_NO_IDK;es_ES;¿Alguna vez has tenido relaciones sexuales en la cocina?;4;;;;;;;;;;;;;;;
124;YES_NO_IDK;fr_FR;Avez-vous déjà fait l'amour dans la cuisine ?;4;;;;;;;;;;;;;;;
125;STEP_LABELED;en_US;Are you satisfied with your country's prime minister/vice president?;2,7;;;;Not at all;Not much;Average;Rather;Completely;;;;;;;
125;STEP_LABELED;es_ES;¿Está satisfecho con el primer ministro/vicepresidente de su país?;2,7;;;;Para nada;No mucho;Promedio;Más bien;Completamente;;;;;;;
125;STEP_LABELED;fr_FR;Etes-vous satisfait du premier ministre / vice-président de votre pays ?;2,7;;;;Pas du tout;Pas trop;Moyen;Plutôt ;Complètement;;;;;;;
126;STEP_LABELED;en_US;Are you often late?;4,7,9;;;;Never;Almost never;Sometimes;Often;Very often;Always;;;;;;
126;STEP_LABELED;es_ES;¿Llega a menudo tarde?;4,7,9;;;;Nunca;Casi nunca;A veces;A menudo;Muy a menudo;Siempre;;;;;;
126;STEP_LABELED;fr_FR;Etes-vous souvent en retard ?;4,7,9;;;;Jamais;Presque Jamais;Parfois;Souvent;Très souvent;Toujours;;;;;;
127;STEP_LABELED;en_US;Avoid talking about your past love affairs with your spouse.;5,8;;;;Disagree;Somewhat disagree;Neutral;Somewhat agree;Completely agree;;;;;;;
127;STEP_LABELED;es_ES;Hay que evitar hablar de antiguas relaciones amorosas con su pareja.;5,8;;;;En desacuerdo;Algo en desacuerdo;Neutral;Algo de acuerdo;Completamente de acuerdo;;;;;;;
127;STEP_LABELED;fr_FR;Il faut éviter de parler de ses anciennes histoires d'amour avec votre conjoint.;5,8;;;;Pas d'accord;Pas trop d'accord;Neutre;Plutôt d'accord;Complètement d'accord;;;;;;;
128;YES_NO_IDK;en_US;Do you envy the lives of celebrities? ;6;;;;;;;;;;;;;;;
128;YES_NO_IDK;es_ES;¿Envidiás la vida de los famosos? ;6;;;;;;;;;;;;;;;
128;YES_NO_IDK;fr_FR;Enviez-vous la vie des people? ;6;;;;;;;;;;;;;;;
129;YES_NO_IDK;en_US;Would you find it unbearable to be supported by your spouse?;4,9;;;;;;;;;;;;;;;
129;YES_NO_IDK;es_ES;¿Te resultaría insoportable que tu pareja te mantuviera?;4,9;;;;;;;;;;;;;;;
129;YES_NO_IDK;fr_FR;Vous serait-il insupportable d'être entretenu par votre conjoint ?;4,9;;;;;;;;;;;;;;;
130;YES_NO_IDK;en_US;Could you work in a funeral home?;9;;;;;;;;;;;;;;;
130;YES_NO_IDK;es_ES;¿Podrías trabajar en una funeraria?;9;;;;;;;;;;;;;;;
130;YES_NO_IDK;fr_FR;Pourriez-vous travailler dans les pompes funèbres?;9;;;;;;;;;;;;;;;
131;YES_NO_IDK;en_US;Have you ever smoked a joint?;8;;;;;;;;;;;;;;;
131;YES_NO_IDK;es_ES;¿Alguna vez has fumado marihuana?;8;;;;;;;;;;;;;;;
131;YES_NO_IDK;fr_FR;Avez-vous déjà fumé un joint ?;8;;;;;;;;;;;;;;;
132;STEP_LABELED;en_US;Democracy is a good political system.;7;;;;Disagree;Somewhat disagree;Neutral;Somewhat agree;Completely agree;;;;;;;
132;STEP_LABELED;es_ES;La democracia es un buen régimen político.;7;;;;En desacuerdo;Algo en desacuerdo;Neutral;Algo de acuerdo;Completamente de acuerdo;;;;;;;
132;STEP_LABELED;fr_FR;La démocratie est un bon régime politique.;7;;;;Pas d'accord;Pas trop d'accord;Neutre;Plutôt d'accord;Complètement d'accord;;;;;;;
133;YES_NO_IDK;en_US;Has a stranger ever told you that you are very handsome or beautiful?;7;;;;;;;;;;;;;;;
133;YES_NO_IDK;es_ES;¿Alguna vez un desconocido te ha dicho que eres muy guapo o guapa?;7;;;;;;;;;;;;;;;
133;YES_NO_IDK;fr_FR;Une personne inconnue vous a-t-elle déjà dit que vous étiez très beau ou belle ?;7;;;;;;;;;;;;;;;
134;YES_NO_IDK;en_US;Do you have sexual fantasies that you have never dared to talk about?;4,9;;;;;;;;;;;;;;;
134;YES_NO_IDK;es_ES;¿Tienes fantasías sexuales de las que nunca te has atrevido a hablar?;4,9;;;;;;;;;;;;;;;
134;YES_NO_IDK;fr_FR;Avez-vous des fantasmes sexuels dont vous n'avez jamais osé parler ?;4,9;;;;;;;;;;;;;;;
